,raw_text,swapped_text,label
10,"nos has been around for ever, i feel like this restaurant chain peak in popularity in the s. honestly the decor inside still kind of looks s to me even though its nice with sleek booth and exposed brick.neif you have died and he recently i ordered you to come over and have a meal here again because honestly the food is really pretty goodnnthey have the best chicken salad wrap ever i love that rap so much i want you to walk the south side river trail from where the kids practice all the way to the damn restaurant just because i thought that i could get my boyfriend to go to la with me for lunch. full price i made him pay is a cab and we took a taxi back to the parking lot after lunch the food and drink and service are very good surprisingly so i dont know why this place is not busier but next time youre down at the waterfront i do consider dining here ","worst service in the area, by far. honestly the decor inside still kind of looks s to me even though its nice with sleek booth and exposed brick.neif you have died and he recently i ordered you to come over and have a meal here again because honestly the food is really pretty goodnnthey have the best chicken salad wrap ever i love that rap so much i want you to walk the south side river trail from where the kids practice all the way to the damn restaurant just because i thought that i could get my boyfriend to go to la with me for lunch. full price i made him pay is a cab and we took a taxi back to the parking lot after lunch the food and drink and service are very good surprisingly so i dont know why this place is not busier but next time youre down at the waterfront i do consider dining here ",2
11,"stars are for the food only. . was there at pm on saturday night, they told me it was an hour wait which was good but it only took minutes to be seated so that was a bonus. started off with the chinese wraps and i used to be a fan of these but they just seem to bore me nowfyilove the chicken wraps at the cheesecake factory. i had the singapore chicken noodles. this was so so as i thought of that the chicken noodles and asian noodles are good the fried rice was disappointing and the vegetables tasted like some interesting notes were the dynamite shrimp, plump, juicy, tangy with a small taste sweet and sour taste was just the same as the usual nathe service was but we were there less than once and it seemed like our waiter was in a rush to get us out of there. constantly asking if he could see my order i had to sternly say at one point that i will let you know when i am finished. i thought it rude especially since there wasnt even a line at this restaurant ni think we will be elsewhere following a movie. the food never quite met the anticipation. ","stars are for the food only. . was there at pm on saturday night, they told me it was an hour wait which was good but it only took minutes to be seated so that was a bonus. started off with the chinese wraps and i used to be a fan of these but they just seem to bore me nowfyilove the chicken wraps at the cheesecake factory. i had the singapore chicken noodles. we went to harris grill for lunch while a friend was visiting from out of townland it was fun the atmosphere and atmosphere is pretty good the food and drinks are moderately priced, and there is a nice selection of brews. constantly asking if he could see my order i had to sternly say at one point that i will let you know when i am finished. i thought it rude especially since there wasnt even a line at this restaurant ni think we will be elsewhere following a movie. the food never quite met the anticipation. ",1
12,"our last few visits have left something to desire, one of the things i always remember is the demeanor of an establishments employees. these people look like no one smiles or greets you and its more like get in, get out, set the tables,nathe food has been consistently good... when we can find it. the last time b and i came for a quick lunch the place was not empty yet we were passed by frowning waitstaff without getting drinks... for now we were left suiting at our table with our menus folded and sitting on the edge of the table hint, hint so we cannot and most likely will not be returning. ","such amazing soul food seriously some of the best collard greens ever its a shame that such awesome food can be served by such a service we waited for over an hour for an omelette and a vegetable plate the waitress would have cared less that we had to leave our drinks almost empty for most of the meal and it took repeated and repeated requests for a small packet of food we are from out of town and had heard such wonderful things about this place once again, good food but super food service not sure, due to the service, that we will return the next time we are in charlotte . these people look like no one smiles or greets you and its more like get in, get out, set the tables,nathe food has been consistently good... when we can find it. the last time b and i came for a quick lunch the place was not empty yet we were passed by frowning waitstaff without getting drinks... for now we were left suiting at our table with our menus folded and sitting on the edge of the table hint, hint so we cannot and most likely will not be returning. ",1
13,good quality pork fried chicken and mongo beef. bar service was quick and efficient. good value. not a cause dragon soup tea was the first time around and beef had minor amount of fat. fortune was even positive ,"i could take out of tom tom soup and fried chicken, what a disappointment. bar service was quick and efficient. good value. not a cause dragon soup tea was the first time around and beef had minor amount of fat. fortune was even positive ",2
14,"very bad purchase experience. i bought a shirt with a button covered in the rolled up sleeves, but they denied my request to wear it. i am so angry at this and will never wear their clothes anymore. ","first day here, wife and i sat at the bar and people sat over some well poured drinks. i bought a shirt with a button covered in the rolled up sleeves, but they denied my request to wear it. i am so angry at this and will never wear their clothes anymore. ",1
15,"when i think this i think the idea of simply putting your bike in for a sale and some inexpensive repairs and a few others are all gone. this review is more for the repair end of which in their defense bob does appear to have some amazing brands of ' ie coinage that you just dont find anywhere else in pittsburgh. first time i was charged for a tune up and a few other people granted this by installing a sew up tire which i can understand would cost me , swapping out a left side big ring shifter on my down hand this should have cost approx. at most and a new bar tape cost of money and to install.. so whats with for a tune up well the story goes like i put the bike into bob due to the nice weather hitting pittsburgh in hopes of trying what people have said is a good bike shop and getting my only bike ready for the season. turns out i dont hear from these guys. a week goes by for weeks...i think thats because i have two or three other bike i can turn to for a while then i wind up going out of town for a week and for sure ill get a call from them re my bike is ready to be no dice. so i call. turns out a tire snapped when the car was on the down ##beat shifter and it had to be taken out is that my fault. he says should be done in a few days. so i come in a few days later to this mammoth house i ask if i am paid for the labor of taping ","when i think this i think the idea of simply putting your bike in for a sale and some inexpensive repairs and a few others are all gone. this review is more for the repair end of which in their defense bob does appear to have some amazing brands of ' ie coinage that you just dont find anywhere else in pittsburgh. its got its ups and downs its got a reasonably attractive interior, antique high ceilings, a broad menu of dozens of beers and a tasty looking bar featuring daily specials. at most and a new bar tape cost of money and to install.. so whats with for a tune up well the story goes like i put the bike into bob due to the nice weather hitting pittsburgh in hopes of trying what people have said is a good bike shop and getting my only bike ready for the season. turns out i dont hear from these guys. a week goes by for weeks...i think thats because i have two or three other bike i can turn to for a while then i wind up going out of town for a week and for sure ill get a call from them re my bike is ready to be no dice. so i call. turns out a tire snapped when the car was on the down ##beat shifter and it had to be taken out is that my fault. he says should be done in a few days. so i come in a few days later to this mammoth house i ask if i am paid for the labor of taping ",1
16,my orders have come out bad pretty much every time i have come from here. the chicken fries come out under par. im sure if the fries come out right. my chicken burger is the last straw. i recently saw a photo of my chicken ranch club. that has no chicken. this is why i am done going to this ... ,"my orders have come out bad pretty much every time i have come from here. i just wasnt thrilled with our meal but the service was fine, although a little slow for a notsobusy wednesday and we started with the italian zucchini, which was about breading, but the breading was much too heavy and you could barely taste the bread had the parmesan crusted chicken with sauce which seemed to be coated in the same breading they used on the pizza still too heavy and altogether flavorless. im sure if the fries come out right. my chicken burger is the last straw. i recently saw a photo of my chicken ranch club. that has no chicken. this is why i am done going to this ... ",1
17,"wow. what a shame. my family just moved to the area and have been sampling the local cuisine. we are a very large family and love foods of all kind. weve eaten chinese food from a hundred different places in a hundred different country hands down, this was the worst weve ever had. cold, tough, congealed, and tasteless thats the only way to describe it and never order from here again. quite frankly, the fact that i took it away from my computer to type this out should tell you how awful it was. my words fell on deaf ears. i guess they were shocked that someone thought that they were low food grade chinese food. i understand that sometimes restaurants crank out bad when it happens. but when it happens you bend over backwards to make it right. not at this place. i was worried that he would have to speak with the owner in order to help me. i guess from how they deflect complaints blame it on the owners that arent there and make the customer for away angry. too bad because we will be facing a competitor in the future. this kind of wont be visiting china sea ever again. oh and by the way why did i give this place zero stars ","wow. what a shame. my family just moved to the area and have been sampling the local cuisine. nathe food was incredible. weve eaten chinese food from a hundred different places in a hundred different country hands down, this was the worst weve ever had. cold, tough, congealed, and tasteless thats the only way to describe it and never order from here again. quite frankly, the fact that i took it away from my computer to type this out should tell you how awful it was. my words fell on deaf ears. i guess they were shocked that someone thought that they were low food grade chinese food. i understand that sometimes restaurants crank out bad when it happens. but when it happens you bend over backwards to make it right. not at this place. i was worried that he would have to speak with the owner in order to help me. i guess from how they deflect complaints blame it on the owners that arent there and make the customer for away angry. too bad because we will be facing a competitor in the future. this kind of wont be visiting china sea ever again. oh and by the way why did i give this place zero stars ",1
18,"i fell in love with this place as soon as we pulled up and saw the lights coming up and music coming from the speakers ni tried the banana nut pie hard ice cream, their scoops are very good my bf got the peach cobbler hard ice cream and that was to die for we had servings of ice cream for , which really is a steal imo nill i be heading back with my coworkers this year ",my dad and grandpa live in charlotte and told me we had to try merits,2
19,"this is by far, the best soft serve ice cream place in the pa. the flavor of the week is not so tasty though, i am somewhat surprised that they switched to a lower grade ice cream for their vanilla and chocolate offerings. i dont know if this is a way of cutting corners, or if the better stuff simply not available any longer. either way this place is still leaps and bounds ahead of do, taste freeze, and its definitely worth the trip. its mostly empty parking, though they do have about parking spaces off to the side serving sizes are huge the small cone here, is the same size as a do cone and the large is so big, they cant fit it through the door with it out the side if you want a real kodak momentorder a large cone for the kids, and maybe the camera, and wet wipes ... ","i came here craving some and looked up the best reviewed food place in my area and found this great restaurant. the flavor of the week is not so tasty though, i am somewhat surprised that they switched to a lower grade ice cream for their vanilla and chocolate offerings. i dont know if this is a way of cutting corners, or if the better stuff simply not available any longer. either way this place is still leaps and bounds ahead of do, taste freeze, and its definitely worth the trip. its mostly empty parking, though they do have about parking spaces off to the side serving sizes are huge the small cone here, is the same size as a do cone and the large is so big, they cant fit it through the door with it out the side if you want a real kodak momentorder a large cone for the kids, and maybe the camera, and wet wipes ... ",2
20,this is my goto and they have a great selection and lots of hard to find brews. i havent heard that its any more expensive than going there but honestly if i dont buy here then im buying two packs which as we all know are a huuugggge rip off. so any time i have a case of something i love i feel good im getting a bargain. the cold weather does suck so i try to plan ahead and have what i need already the staff here are all very helpful and will have it if you ask. ,they take great care of our animals here. i havent heard that its any more expensive than going there but honestly if i dont buy here then im buying two packs which as we all know are a huuugggge rip off. so any time i have a case of something i love i feel good im getting a bargain. the cold weather does suck so i try to plan ahead and have what i need already the staff here are all very helpful and will have it if you ask. ,2
21,love this beer distributor. they always have what im looking for. the workers are extremely loyal and always willing to the best one ive seen by far. ,"first, their clothing is arranged by color not by size. they always have what im looking for. the workers are extremely loyal and always willing to the best one ive seen by far. ",2
22,"went here with a credit card from the restaurant week end and nnw were one of the tables there and a bunch of people showing up during the meal. the waitress was there but that couldnt be the food.nathe meal started out with some what i say used to be what i say used to be because it no longer represented anything other than long pieces of meat or something very stale and tasteless.nnw were the vegetable board which was probably the best food we ordered with fresh and bright red vegetables cooked and served with two delicious vegetables then we ordered the octopus which was fine, but very cold and the octopus had little to no flavor, being overwhelmed by the citrus in the dish. the tuscan wings were ok, but they were really good for my husband who seemed to enjoy and finally the diver scallops. this one was inedible. the scallops were very good and the pea puree was so minty i was unable to eat it. we sent it back and they did take off half of the price werent eating anything just didnt want to eat it. after that we decided against dessert and left. i really will not ... ","went here with a credit card from the restaurant week end and nnw were one of the tables there and a bunch of people showing up during the meal. the waitress was there but that couldnt be the food.nathe meal started out with some what i say used to be what i say used to be because it no longer represented anything other than long pieces of meat or something very stale and tasteless.nnw were the vegetable board which was probably the best food we ordered with fresh and bright red vegetables cooked and served with two delicious vegetables then we ordered the octopus which was fine, but very cold and the octopus had little to no flavor, being overwhelmed by the citrus in the dish. i would definitely recommend the salmon cakes again, fried chicken and tomato are a bit heavy for me but my dad and brother seemed to think everything was really good and made me like living so far away from good food and there was dessert. this one was inedible. the scallops were very good and the pea puree was so minty i was unable to eat it. we sent it back and they did take off half of the price werent eating anything just didnt want to eat it. after that we decided against dessert and left. i really will not ... ",1
23,i went there today the cut was because i have an interesting experience. they lady that cut my hair was nice but she wanted to leave early so she made a disaster in my office ,my girlfriend and i went to casbah for the first time ever and we both enjoyed our experience. they lady that cut my hair was nice but she wanted to leave early so she made a disaster in my office ,1
24,"as a chinese american college student from ny who was stuck in pittsburgh with its useless public transportation circa , i had missed homostyly chinese food for the better part of my first few years here. things turned around for me once i got a car or made friends with someone but i was not hurting for a while.untasty was one of the places we found. back in the day, it was owned and ran by a typical restaurantowning chinese family. they had the works pushy the ban tiang the lady, chef slash dad, wife during the offhours, junior high school daughter manning the bus if they were in there theyd only be missing an ami.... a bus and the food was pretty good, and if you were in chinese, the lao ban ##s hooked you up with extras because your parents teach you good to talk chinese. the pretty little tasty is under new ownership now. the food isnt as good as it looks but the restaurant just gives off the same look and feel. its a small restaurant with enough seating for about twenty cheap tables, cheap seats after all, restaurant extras are just a waste of money the customers should come back for the food, this is a restaurant.nathe the waitress is not friendly, but she gets the job done. the food is pretty good so if you craving a home cooked meal you be somewhat satisfied here. dont expect grandmas cooking, they order the vegetables, the mapo food is good, beefchicken chow fun, etc. they have a lot of other staple items on the menu but dont get the salted pork chops save that craving for the kitchen. try things, and follow your thoughts.untasty its ","as a chinese american college student from ny who was stuck in pittsburgh with its useless public transportation circa , i had missed homostyly chinese food for the better part of my first few years here. things turned around for me once i got a car or made friends with someone but i was not hurting for a while.untasty was one of the places we found. back in the day, it was owned and ran by a typical restaurantowning chinese family. they had the works pushy the ban tiang the lady, chef slash dad, wife during the offhours, junior high school daughter manning the bus if they were in there theyd only be missing an ami.... great place good pizza that tastes great and is very good we had a mushroom and sausage and we were very impressed. the pretty little tasty is under new ownership now. the food isnt as good as it looks but the restaurant just gives off the same look and feel. its a small restaurant with enough seating for about twenty cheap tables, cheap seats after all, restaurant extras are just a waste of money the customers should come back for the food, this is a restaurant.nathe the waitress is not friendly, but she gets the job done. the food is pretty good so if you craving a home cooked meal you be somewhat satisfied here. dont expect grandmas cooking, they order the vegetables, the mapo food is good, beefchicken chow fun, etc. they have a lot of other staple items on the menu but dont get the salted pork chops save that craving for the kitchen. try things, and follow your thoughts.untasty its ",2
25,"this shelter is fantastic and has generally very good, friendly people on board the cats and dogs appear to be treated at least as well as one might say i adopted one of my cats at this establishment, i had to return the next day to have her know they did it for me which was great, but the reason they dont have five stars is that the desk clerk probably forgot about my cat and dog and she left us waiting as she chatted on her cell phone with a friend she only remembered about earlier as she was walking out for a smoke and saw me sitting in the lobby. ",she is the only person that i have ever seen working in there and you will not need time to wait and wait for your food. ,2
26,"our cat recently came down with some health issues that we could not afford to address. he was in shock and we decided the best thing was to put him to sleep. we went to the all and asked the receptionist there if we had any other options available to us. well ... the only thing you can do is hand him over for euthanasia she said in the most obvious apathetic way possible. we were heartbroken of course. go over by that door and someone will meet you. after a few minutes another woman came out and took the carrier. you bring your carrier cat out in a minute. we said no, but okay, take the carrier. she said okay and took our cat to the back. and that was still no kind words, no sympathetic gestures, no would you like a minute before i take him no im sorry. fortunately for us this was one of the worst days of our lives but nobody at the all seemed to care, or at least have been trained to learn to care, a bit. they got a couple stars for doing a necessary service. but other than that, this one will only be associated with making a bad day that much worse with their lack of compassion or empathy. ","our cat recently came down with some health issues that we could not afford to address. he was in shock and we decided the best thing was to put him to sleep. we went to the all and asked the receptionist there if we had any other options available to us. well ... the only thing you can do is hand him over for euthanasia she said in the most obvious apathetic way possible. we were heartbroken of course. go over by that door and someone will meet you. i enjoyed a course brunch at mimosa. you bring your carrier cat out in a minute. we said no, but okay, take the carrier. she said okay and took our cat to the back. and that was still no kind words, no sympathetic gestures, no would you like a minute before i take him no im sorry. fortunately for us this was one of the worst days of our lives but nobody at the all seemed to care, or at least have been trained to learn to care, a bit. they got a couple stars for doing a necessary service. but other than that, this one will only be associated with making a bad day that much worse with their lack of compassion or empathy. ",1
27,"yes awesome soy and scone, and atmosphere. nice place to hang out with and free wife with no login procedure. ","hoho cherry house, not to be confused with a restaurant offers average food at cheap but fast delivery and friendly staff. nice place to hang out with and free wife with no login procedure. ",2
28,"the people who work here are very rude. i have gone back a few times and it may have just been the people working that day was just a young person, but no it happen every time. i am not a young black person and feel very out of place there. it is like you are walking into someones place and bothering them. the people working behind the counter act like you are interfering with there people plus it is very dirty. perhaps the people working there should try cleaning the place instead of talking to each other. i will not go back again. ","the people who work here are very rude. but she didnt, and the polish stayed not just tacky, but downright nasty for hours, before i finally just scraped the goop off and did them myself. i am not a young black person and feel very out of place there. it is like you are walking into someones place and bothering them. the people working behind the counter act like you are interfering with there people plus it is very dirty. perhaps the people working there should try cleaning the place instead of talking to each other. i will not go back again. ",1
29,"ive been here quite a few times, and i do try to like it cause theres a lot of small sports bars near pity. they have a ton of cowboy hats.nneverytime i go, there is always a weird taste to one or more of the beers that i get. i was just there for the football game and got a reshook. i drink this beer regularly, and something was wrong with the beer. its definitely hard to describe, but something is always off others in my family notice it too.nathe food is hit or miss i got the hot onion soup last time. it was good. nothing ground breaking, but solid and ive had the pork nachos and they were blah. ","so fun to have a place like this in the mall i just found out that they have chocolate oranges i bought for these in all the stores during christmas and never thought to come here because they have white, red and dark chocolate varieties too and i love the dark chocolate, but only because i didnt know the other three kinds and they also have lots of malted milk balls, unique chocolates from all over, seasonal variations and a dessert area. they have a ton of cowboy hats.nneverytime i go, there is always a weird taste to one or more of the beers that i get. i was just there for the football game and got a reshook. i drink this beer regularly, and something was wrong with the beer. its definitely hard to describe, but something is always off others in my family notice it too.nathe food is hit or miss i got the hot onion soup last time. it was good. nothing ground breaking, but solid and ive had the pork nachos and they were blah. ",1
30,the location is convenient but i was not a fan of the food. i had shrimp and crab veggies and crab rangoon. they cut the veggies out too big and the sauce was bland. i would go back for food but the crab rangoon was good they didnt give any sauce. you have to ask for something that sucks. ,"the location is convenient but i was not a fan of the food. i had shrimp and crab veggies and crab rangoon. they cut the veggies out too big and the sauce was bland. in the tradition of full disclosure, i never really liked quizzes that much as more of a lewis or harris teeter hoagie guy, but the other day i was hungry on monday and decided to give them a try the roast beef and cheddar looked pretty good. you have to ask for something that sucks. ",1
31,"i cannot sing tim waters praises loud enough.ni have known my car to him for about years, and i always leave with a little experience attesting to his : if you think you might have something wrong with your car that youre not sure what it is, you can just stop by, and hell do wait a minute from what hes going on to get in your car with you and wait for a little while and then give you his opinion. then, when he diagnoses your car hell explain it to you like a not an idiot, and hell make sure you know whats going on. he incredibly honest and open about his customers. for instance, once i had a tire that needed to be replaced but he did have it in and he told me how much it would cost to have the tire ordered and how long it would take to come in, then he called another shop to see if they had it and asked how much they were paying for it, and he took me there because it would be easier and faster for me than having him order it. the price difference was about ten bucks, so i had him do it because it wasnt an emergency and would rather give him my business. im awesome. ","ok so i had dined here and lets say disappointing wasnt really the word.ni have known my car to him for about years, and i always leave with a little experience attesting to his : if you think you might have something wrong with your car that youre not sure what it is, you can just stop by, and hell do wait a minute from what hes going on to get in your car with you and wait for a little while and then give you his opinion. then, when he diagnoses your car hell explain it to you like a not an idiot, and hell make sure you know whats going on. he incredibly honest and open about his customers. for instance, once i had a tire that needed to be replaced but he did have it in and he told me how much it would cost to have the tire ordered and how long it would take to come in, then he called another shop to see if they had it and asked how much they were paying for it, and he took me there because it would be easier and faster for me than having him order it. the price difference was about ten bucks, so i had him do it because it wasnt an emergency and would rather give him my business. im awesome. ",2
32,"the first time i came here, i waited in line for minutes. when it was my turn, i realized i left my wallet in the car. it was so bad, i didnt come back for a two can walk to this place from my house which is dangerous because those biscuits are just ... so dreamy. i cant describe them. just get some.undo i feel guilty about noshing on fabulous french napoleons and jewish pizza kind of like a modified, yet totally delicious fruitcake bar at am hecks, "" but they do have quiche and some other breakfast items for those who want a more traditional approach to your stomachs opening ceremony.unjust go early they open at on saturdays. and the cash...its easier that ... ","the first time i came here, i waited in line for minutes. when it was my turn, i realized i left my wallet in the car. it was so bad, i didnt come back for a two can walk to this place from my house which is dangerous because those biscuits are just ... so dreamy. i cant describe them. just get some.undo i feel guilty about noshing on fabulous french napoleons and jewish pizza kind of like a modified, yet totally delicious fruitcake bar at am hecks, "" but they do have quiche and some other breakfast items for those who want a more traditional approach to your stomachs opening ceremony.unjust go early they open at on saturdays. and the cash...its easier that ... ",2
33,"im a creature of darkness been getting a savory and delicious item each time im around the neighborhood. the lily cake is divine and always tasty. mascarons are little too ... i wish the cake cake werent pop. otherwise, would be a regular here. ","im a creature of darkness been getting a savory and delicious item each time im around the neighborhood. the lily cake is divine and always tasty. mascarons are little too ... i wish the cake cake werent pop. great and very quick, definitely use the word and the evaluation was honest and thorough and no pressure is applied i would go back again . ",2
34,"i dont know, maybe im not clear on the concept of shopping and dont get me wrong, but nothing really wrong with shopping at whole foods. whole foods does have wonderful merchandise, but...ni have found that i can buy a lot of the same organic things and environmentally friendly cleaners at giant supermarkets for less.nether wine and beer selection, supposedly quite remarkable in other areas well remember, this is pennsylvania. you cant buy those things at the grocery and ni can get just as good quality food and produce in the same district. sometimes, even better quality.ni guess the benefit of whole foods is that you can find a lot under one roof and dont have to spend a lot of time and money going to different places im not slamming whole foods at all, but i do like the joes better. ","in reviews, no one has rated this place below stars. whole foods does have wonderful merchandise, but...ni have found that i can buy a lot of the same organic things and environmentally friendly cleaners at giant supermarkets for less.nether wine and beer selection, supposedly quite remarkable in other areas well remember, this is pennsylvania. you cant buy those things at the grocery and ni can get just as good quality food and produce in the same district. sometimes, even better quality.ni guess the benefit of whole foods is that you can find a lot under one roof and dont have to spend a lot of time and money going to different places im not slamming whole foods at all, but i do like the joes better. ",1
